match_id,match_start_date,match_date,match_day,city,venue,bowler,age_years,spell_no,deliveries_match,overs_match,inferred_fielding_time_minutes,avg_temp_c,avg_humidity_pct,precip_mm,esi_norm,days_since_prev,deliveries_7d,deliveries_28d,acwr_7d_over_28d,acwr_std,srpe_sim_au,fatigue_ewma,ck_delta_24h_upl,cmj_drop_pct,hrv_sim_ms,fatigue_score_0_100,injury_risk_score,injury_risk_label,fatigue_score_0_100_v3,injury_risk_prob_v3,injury_risk_label_v3
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-12,2,Colombo,P Sara Oval,SL Malinga,16.36,1,18,3,130,28.627041933485888,82.39485821557994,1.8369041019526455,0.4905,1.0,50.0,50.0,1.0,4.0,202.3,235.90315349625763,51.2,0.0994,68.9,39.8,5.99,High,35.28647625110733,0.8830385335571843,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-12,2,Colombo,P Sara Oval,SL Malinga,16.36,2,24,4,197,28.83158170902509,81.1899901528415,8.524669093604626,0.4911,0.0,74.0,74.0,1.0,4.0,322.3,257.5023651221932,78.3,0.1155,68.1,52.4,5.99,High,38.976577046781145,0.9342945830150831,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-12,2,Colombo,P Sara Oval,SL Malinga,16.36,3,24,4,197,28.83158170902509,81.1899901528415,8.524669093604626,0.4911,0.0,98.0,98.0,1.0,4.0,322.3,273.7017738416449,57.2,0.0906,63.0,45.5,5.99,High,43.1340246531865,0.9003891125081719,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-13,3,Colombo,P Sara Oval,SL Malinga,16.36,1,9,1,28,29.26654621356611,75.58488154941088,0.0,0.468,1.0,107.0,107.0,1.0,4.0,78.7,224.9513303812337,34.5,0.0554,76.2,27.6,5.97,High,31.626177129418142,0.8689328051908185,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-14,4,Colombo,P Sara Oval,SL Malinga,16.36,1,6,1,83,28.121957514150218,81.46184737785879,0.0416701452767078,0.4578,1.0,113.0,113.0,1.0,4.0,92.4,191.81349778592528,28.2,0.0542,74.8,21.1,5.96,High,41.555340013386335,0.9027506180982103,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-14,4,Colombo,P Sara Oval,SL Malinga,16.36,2,20,3,238,26.321162532231515,75.78621720889687,3.2476064667218805,0.3223,0.0,133.0,133.0,1.0,4.0,321.9,224.33512333944395,52.6,0.1112,63.9,40.2,5.32,High,51.11691119928592,0.953685322643217,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-14,4,Colombo,P Sara Oval,SL Malinga,16.36,3,8,1,23,28.540396907539737,82.22772408131729,1.5649462065232296,0.4848,0.0,141.0,141.0,1.0,4.0,77.7,187.67634250458295,31.1,0.0731,76.9,24.0,5.48,High,49.79811908245509,0.9429715815169184,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-15,5,Colombo,P Sara Oval,SL Malinga,16.37,1,14,2,103,28.40097676039963,83.70761201453874,1.4318909233740107,0.4897,1.0,169.0,169.0,1.0,4.0,144.6,168.83044265882793,36.7,0.0891,77.6,25.1,5.49,High,36.88613473579467,0.9135242297330144,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-15,5,Colombo,P Sara Oval,SL Malinga,16.37,2,29,4,310,26.608201609479348,84.49653176875145,2.0553968193639154,0.4064,0.0,198.0,198.0,1.0,4.0,483.2,247.4228319941209,76.9,0.1318,67.1,52.8,5.91,High,43.35059597921516,0.9055807838770326,High
20060511_PSaraOval_Colombo_SLMalinga,2006-05-11,2006-05-15,5,Colombo,P Sara Oval,SL Malinga,16.37,3,14,2,103,28.40097676039963,83.70761201453874,1.4318909233740107,0.4897,0.0,155.0,155.0,1.0,4.0,144.6,176.90725687843724,54.7,0.0783,75.2,29.6,5.49,High,47.98946813015957,0.950709704166385,High
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-05,1,Colombo,R.Premadasa Stadium,SL Malinga,16.42,1,14,2,160,27.560015369123104,81.21922516506282,3.068109387252864,0.4278,21.0,14.0,212.0,0.066,0.2642,202.8,236.26712399559068,28.0,0.0567,72.9,27.6,1.43,Low,9.036189942414698,0.11292134891199193,Low
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-05,1,Colombo,R.Premadasa Stadium,SL Malinga,16.42,2,14,2,153,28.537395542416373,78.90761623641598,2.3613133937108763,0.4581,0.0,28.0,226.0,0.1239,0.4956,196.7,226.375342996693,40.1,0.0728,67.5,31.8,1.96,Low,21.93222343396251,0.18146678144502235,Low
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-06,2,Colombo,R.Premadasa Stadium,SL Malinga,16.43,1,13,2,1,29.79051765303469,76.75861716832628,0.0,0.5036,1.0,41.0,239.0,0.1715,0.6862,84.6,190.93150724751976,33.1,0.0495,68.5,21.7,2.0,Low,17.797727574540012,0.2118444468947611,Low
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-07,3,Colombo,R.Premadasa Stadium,SL Malinga,16.43,1,6,1,98,27.48599613059871,72.69749028757512,0.7449317895371977,0.3559,1.0,47.0,245.0,0.1918,0.7673,104.0,169.1986304356398,23.1,0.0362,76.3,14.1,1.86,Low,23.43438561293563,0.24522778211662946,Low
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-08,4,Colombo,R.Premadasa Stadium,SL Malinga,16.43,1,37,6,300,30.169889079921127,77.112933686264,0.5789347443823853,0.5254,1.0,84.0,250.0,0.336,1.344,577.8,271.34897282672983,85.1,0.1207,61.1,56.9,2.83,Medium,30.09042066507082,0.4735184453453942,Medium
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-08,4,Colombo,R.Premadasa Stadium,SL Malinga,16.43,2,34,5,367,28.06221778049173,80.82218834146859,2.822961387898493,0.4497,0.0,118.0,284.0,0.4155,1.662,619.5,358.3867296200474,86.2,0.1264,60.5,70.1,3.95,Medium,40.76507620545706,0.5585809039041268,Medium
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-09,5,Colombo,R.Premadasa Stadium,SL Malinga,16.44,1,15,2,181,27.73034509947338,75.88308973511222,3.9125165269470097,0.3936,1.0,139.0,239.0,0.5816,2.3264,226.6,272.2300354112766,29.5,0.0596,71.1,33.4,5.39,High,30.798337934223916,0.6438465283563404,High
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-09,5,Colombo,R.Premadasa Stadium,SL Malinga,16.44,2,6,1,0,28.311549413387684,79.74979395992675,0.8965441726974042,0.4536,0.0,124.0,224.0,0.5536,2.2143,74.6,287.4400472150355,32.3,0.0372,76.7,33.2,5.45,High,28.29814214119678,0.629358791183248,High
20060605_RPremadasaStadium_Colombo_SLMalinga,2006-06-05,2006-06-09,5,Colombo,R.Premadasa Stadium,SL Malinga,16.44,3,26,4,323,28.88654686821473,79.58208196174505,2.0059415350847423,0.481,0.0,165.0,265.0,0.6226,2.4906,489.5,326.54752655845743,85.8,0.1062,60.3,62.7,5.48,High,37.967432305769115,0.8311138076049108,High
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-20,1,Kandy,Asgiriya Stadium,SL Malinga,16.47,1,34,5,24,22.0,84.57284742046943,0.0,0.1766,11.0,55.0,220.0,0.25,1.0,135.3,283.2642336891323,53.6,0.0708,69.9,43.1,1.18,Low,6.501022327287361,0.11710272464597576,Low
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-20,1,Kandy,Asgiriya Stadium,SL Malinga,16.47,2,21,3,260,24.52947478199817,85.61258730974734,2.3604976396995605,0.3114,0.0,21.0,186.0,0.1129,0.4516,350.7,332.58564491884306,54.8,0.0609,74.1,48.9,1.81,Low,27.10760352504134,0.23622041611692182,Low
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-21,2,Kandy,Asgiriya Stadium,SL Malinga,16.47,1,6,1,355,22.0,83.93002414710553,0.0,0.1714,1.0,61.0,226.0,0.2699,1.0796,324.0,293.44817526684926,26.4,0.0436,70.6,33.3,1.67,Low,19.642704969644015,0.1524413619301424,Low
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-22,3,Kandy,Asgiriya Stadium,SL Malinga,16.47,1,52,8,281,22.69348437809672,85.06263779732225,0.0,0.2152,1.0,113.0,278.0,0.4065,1.6259,650.1,382.61113145013695,98.7,0.1465,66.1,79.6,3.72,Medium,20.191925188378857,0.24083705253349147,Low
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-23,4,Kandy,Asgiriya Stadium,SL Malinga,16.47,1,34,5,322,22.0,89.38716393552359,0.0,0.2151,1.0,147.0,312.0,0.4712,1.8846,527.8,418.9083485876027,91.1,0.1112,63.8,77.7,3.22,Medium,30.95194500367044,0.4641059359300231,Medium
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-23,4,Kandy,Asgiriya Stadium,SL Malinga,16.47,2,31,5,22,22.0,86.38060141583165,1.3239996201899578,0.191,0.0,178.0,343.0,0.519,2.0758,128.5,346.30626144070203,66.6,0.0767,72.7,56.2,5.19,High,28.831357043424035,0.5184617951870915,Medium
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-23,4,Kandy,Asgiriya Stadium,SL Malinga,16.47,3,36,6,97,24.362141378005624,78.13657503593659,1.235282149627268,0.2432,0.0,214.0,379.0,0.5646,2.2586,261.0,324.97969608052654,66.7,0.1006,70.8,56.6,5.74,High,26.19499487175452,0.45204395175280576,Medium
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-23,4,Kandy,Asgiriya Stadium,SL Malinga,16.47,4,31,5,22,22.0,86.38060141583165,1.3239996201899578,0.191,0.0,245.0,410.0,0.5976,2.3902,128.5,275.8597720603949,56.1,0.0873,73.0,45.0,7.49,High,41.85852585780845,0.6677946030303465,High
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-24,5,Kandy,Asgiriya Stadium,SL Malinga,16.48,1,10,1,4,22.0,87.82291539192794,0.0399982093740978,0.2026,1.0,255.0,420.0,0.6071,2.4286,75.3,225.71982904529617,26.8,0.0389,78.5,23.4,7.5,High,25.581109830390794,0.5282144090836018,Medium
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-24,5,Kandy,Asgiriya Stadium,SL Malinga,16.48,2,22,3,390,22.0,89.6906992588293,1.796441183191427,0.2175,0.0,277.0,442.0,0.6267,2.5068,494.5,292.9148717839721,74.8,0.1207,63.3,57.1,7.52,High,40.06602629924354,0.6932862834672953,High
20060620_AsgiriyaStadium_Kandy_SLMalinga,2006-06-20,2006-06-24,5,Kandy,Asgiriya Stadium,SL Malinga,16.48,3,20,3,110,22.0,87.8983675177216,1.218669720260288,0.2032,0.0,297.0,462.0,0.6429,2.5714,172.9,262.9111538379791,56.7,0.0738,75.6,41.5,7.9,High,38.127338365184855,0.57596676845364,Medium
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-03,1,Galle,Galle International Stadium,SL Malinga,16.5,1,6,1,156,26.972681647066477,84.00951920211423,0.0,0.4207,9.0,38.0,472.0,0.0805,0.322,159.2,207.8625240338632,35.9,0.0566,72.0,25.8,1.42,Low,12.487563280187313,0.10926319826709506,Low
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-03,1,Galle,Galle International Stadium,SL Malinga,16.5,2,32,5,0,27.19239660716371,82.93369777817587,6.530143910749059,0.4231,0.0,32.0,466.0,0.0687,0.2747,107.6,224.08336537848436,32.9,0.0801,71.2,30.5,1.92,Low,22.681771799101046,0.1459484119097696,Low
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-04,2,Galle,Galle International Stadium,SL Malinga,16.5,1,11,1,337,25.96676975498975,83.21504031241484,3.383681675764265,0.3641,1.0,49.0,470.0,0.1043,0.417,350.6,243.54689302539745,50.5,0.0773,72.0,37.6,1.86,Low,18.811798201182548,0.17615051527601994,Low
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-05,3,Galle,Galle International Stadium,SL Malinga,16.51,1,10,1,94,27.19830866225489,89.35981197676422,6.133849900971811,0.4748,1.0,59.0,474.0,0.1245,0.4979,110.2,210.2101697690481,34.4,0.0521,75.6,25.1,1.97,Low,19.132355871101666,0.15470955584909737,Low
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-06,4,Galle,Galle International Stadium,SL Malinga,16.51,1,30,5,347,27.141706567142,82.0731824542586,6.660645148012119,0.4137,1.0,89.0,433.0,0.2055,0.8222,559.5,297.53262732678604,69.6,0.1403,65.6,59.0,1.91,Low,20.71854229303218,0.2172332909019989,Low
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-06,4,Galle,Galle International Stadium,SL Malinga,16.51,2,20,3,109,28.46057196114004,81.8561515115196,1.6577834317870015,0.4779,0.0,109.0,453.0,0.2406,0.9625,183.1,268.9244704950895,42.7,0.0708,68.9,38.1,1.98,Low,27.41360992349731,0.2753587282015038,Low
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-06,4,Galle,Galle International Stadium,SL Malinga,16.51,3,30,5,347,27.141706567142,82.0731824542586,6.660645148012119,0.4137,0.0,139.0,483.0,0.2878,1.1511,559.5,341.5683528713172,92.9,0.1294,60.5,70.0,1.41,Low,23.748550099090966,0.30565166129451266,Medium
20060703_GalleInternational_Galle_SLMalinga,2006-07-03,2006-07-07,5,Galle,Galle International Stadium,SL Malinga,16.51,1,6,1,331,28.249551793261148,86.79266906003151,2.443226471645708,0.5068,1.0,145.0,442.0,0.3281,1.3122,327.4,338.02626465348783,36.1,0.0785,74.0,47.0,2.31,Low,31.497993379732627,0.3794038439458737,Medium
20060715_SinhaleseSportsClu_Colombo_SLMalinga,2006-07-15,2006-07-15,1,Colombo,Sinhalese Sports Club,SL Malinga,16.53,1,37,6,316,28.49495670006064,72.02689866431436,2.2860326040935384,0.401,8.0,37.0,479.0,0.0772,0.309,584.6,399.6696984901159,84.7,0.1274,64.3,75.5,1.4,Low,10.054678703161905,0.12892723035892356,Low
20060715_SinhaleseSportsClu_Colombo_SLMalinga,2006-07-15,2006-07-16,2,Colombo,Sinhalese Sports Club,SL Malinga,16.54,1,13,2,123,26.509619835600187,82.667085199171,1.1940426842396512,0.3868,1.0,50.0,492.0,0.1016,0.4065,159.7,339.6772738675869,31.1,0.0425,77.1,40.9,1.89,Low,16.144073564977166,0.1799502135216262,Low
20060715_SinhaleseSportsClu_Colombo_SLMalinga,2006-07-15,2006-07-16,2,Colombo,Sinhalese Sports Club,SL Malinga,16.54,2,62,10,0,27.69112711552737,80.40985134947903,5.158903325615531,0.4278,0.0,112.0,554.0,0.2022,0.8087,293.0,328.0079554006902,97.9,0.1258,63.0,68.9,1.93,Low,23.47112988663652,0.2481529399862195,Low
20060715_SinhaleseSportsClu_Colombo_SLMalinga,2006-07-15,2006-07-17,3,Colombo,Sinhalese Sports Club,SL Malinga,16.54,1,27,4,155,27.593424855401075,77.80423100595348,4.129083067399991,0.4021,1.0,139.0,581.0,0.2392,0.957,275.7,314.93096655051767,62.9,0.0776,64.7,50.9,1.4,Low,17.216418522262032,0.19465390822960393,Low
20060715_SinhaleseSportsClu_Colombo_SLMalinga,2006-07-15,2006-07-18,4,Colombo,Sinhalese Sports Club,SL Malinga,16.54,1,45,7,248,27.518092220927265,81.57755107565596,0.0,0.4285,1.0,184.0,571.0,0.3222,1.289,560.5,376.3232249128882,74.3,0.1164,65.9,67.9,2.23,Low,25.570697740118096,0.24614177370325577,Low
20060715_SinhaleseSportsClu_Colombo_SLMalinga,2006-07-15,2006-07-19,5,Colombo,Sinhalese Sports Club,SL Malinga,16.54,1,25,4,131,27.92284360581266,83.2701985516264,2.6617645670389467,0.4623,1.0,209.0,590.0,0.3542,1.4169,242.5,342.8674186846662,56.7,0.0919,68.1,55.1,2.76,Medium,25.87977049819498,0.38199622714373754,Medium
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-01,1,Colombo,R.Premadasa Stadium,SL Malinga,16.58,1,36,6,66,28.894356512154527,77.58415043792147,22.766293736063997,0.4654,13.0,36.0,341.0,0.1056,0.4223,230.6,314.80056401349964,63.2,0.0956,68.4,53.5,1.47,Low,19.095446365384415,0.1425537526684295,Low
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-02,2,Colombo,R.Premadasa Stadium,SL Malinga,16.58,1,11,1,231,27.53042585131868,76.95893719197434,0.0,0.3922,1.0,53.0,348.0,0.1523,0.6092,246.9,254.4940672575935,14.8,0.0586,70.8,26.8,1.89,Low,16.306986970788525,0.16449799232659362,Low
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-02,2,Colombo,R.Premadasa Stadium,SL Malinga,16.58,2,6,1,73,28.80013439283893,81.45779881867163,0.0,0.4917,0.0,42.0,337.0,0.1246,0.4985,83.7,257.0254230101247,34.0,0.0365,79.7,29.3,1.99,Low,19.82653249711786,0.2097605074976821,Low
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-04,4,Colombo,R.Premadasa Stadium,SL Malinga,16.59,1,59,9,58,28.615750540713925,79.75643152116298,17.80713369546379,0.4688,2.0,112.0,321.0,0.3489,1.3956,363.4,281.7205504431951,97.4,0.1408,60.0,64.4,1.77,Low,21.9570087044163,0.3659848435523207,Medium
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-04,4,Colombo,R.Premadasa Stadium,SL Malinga,16.59,2,34,5,97,27.2885484379843,81.79224830109524,0.0,0.4188,0.0,146.0,355.0,0.4113,1.6451,243.6,272.1904128323963,68.6,0.1072,66.3,50.6,3.42,Medium,35.51877588140447,0.6157603968530757,High
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-05,5,Colombo,R.Premadasa Stadium,SL Malinga,16.59,1,18,3,18,29.154426789497457,80.94619077111311,14.120174090923218,0.5053,1.0,164.0,373.0,0.4397,1.7587,91.2,226.94280962429724,37.2,0.0477,72.8,27.6,3.51,Medium,32.48458084484318,0.533364251559499,Medium
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-05,5,Colombo,R.Premadasa Stadium,SL Malinga,16.59,2,30,5,90,27.043539324198665,77.14808694090776,0.0,0.3694,0.0,194.0,403.0,0.4814,1.9256,220.5,225.3321072182229,57.4,0.0968,65.4,39.6,3.87,Medium,30.040425542561255,0.5091631128113473,Medium
20060801_RPremadasaStadium_Colombo_SLMalinga,2006-08-01,2006-08-05,5,Colombo,R.Premadasa Stadium,SL Malinga,16.59,3,8,1,31,27.725846272347827,82.18028136169599,0.0,0.4437,0.0,202.0,411.0,0.4915,1.9659,77.0,188.2490804136672,32.7,0.0449,75.6,20.6,3.94,Medium,30.951480100394257,0.6288919665373219,High
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-18,1,Colombo,P Sara Oval,SL Malinga,16.63,1,10,1,248,27.23410451248156,78.15120560862081,0.0,0.3869,13.0,10.0,212.0,0.0472,0.1887,259.4,206.0368103102504,35.0,0.0553,77.6,25.1,1.39,Low,9.336608473234229,0.11466289109899042,Low
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-18,1,Colombo,P Sara Oval,SL Malinga,16.63,2,10,1,248,27.23410451248156,78.15120560862081,0.0,0.3869,0.0,20.0,222.0,0.0901,0.3604,259.4,219.37760773268775,41.1,0.0618,71.3,29.5,1.89,Low,21.1914425587811,0.1803859037609324,Low
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-19,2,Colombo,P Sara Oval,SL Malinga,16.63,1,27,4,90,27.064705430603,79.10357303420363,0.0,0.3861,1.0,47.0,249.0,0.1888,0.755,193.1,212.80820579951583,55.1,0.0773,71.6,34.6,1.89,Low,11.295996043727527,0.2138991349077985,Low
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-20,3,Colombo,P Sara Oval,SL Malinga,16.63,1,13,2,154,26.97201696830684,75.1898354658829,11.007820664240104,0.3501,1.0,60.0,262.0,0.229,0.916,190.1,207.1311543496369,58.8,0.0644,65.3,33.0,1.85,Low,17.528962861263395,0.2082118637261003,Low
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-20,3,Colombo,P Sara Oval,SL Malinga,16.63,2,45,7,324,29.07643035105008,81.10070576391318,16.155749356570276,0.5026,0.0,105.0,307.0,0.342,1.3681,690.2,327.8983657622277,81.1,0.1279,61.9,64.6,2.8,Medium,30.422343288289312,0.4385807728762927,Medium
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-20,3,Colombo,P Sara Oval,SL Malinga,16.63,3,24,4,11,28.76856190044044,80.77342196303405,7.5262260610644605,0.4846,0.0,129.0,331.0,0.3897,1.5589,98.7,270.5987743216708,43.7,0.0512,70.5,35.9,3.48,Medium,32.41520437670099,0.426072218624854,Medium
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-20,3,Colombo,P Sara Oval,SL Malinga,16.63,4,13,2,154,26.97201696830684,75.1898354658829,11.007820664240104,0.3501,0.0,142.0,344.0,0.4128,1.6512,190.1,250.47408074125303,48.0,0.0748,70.6,37.5,3.35,Medium,28.645751258452382,0.4996840682889684,Medium
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-21,4,Colombo,P Sara Oval,SL Malinga,16.64,1,11,1,15,29.83845766195685,80.03428192442817,4.508580862502115,0.5322,1.0,164.0,366.0,0.4481,1.7923,82.5,176.98542041695487,28.9,0.0428,76.9,17.7,3.53,Medium,25.146691367866605,0.4879586729715771,Medium
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-21,4,Colombo,P Sara Oval,SL Malinga,16.64,2,11,1,15,29.83845766195685,80.03428192442817,4.508580862502115,0.5322,0.0,175.0,377.0,0.4642,1.8568,82.5,153.36406531271615,36.1,0.05,72.7,17.4,3.53,Medium,28.493821621080087,0.5333834797464737,Medium
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-21,4,Colombo,P Sara Oval,SL Malinga,16.64,3,11,1,15,29.83845766195685,80.03428192442817,4.508580862502115,0.5322,0.0,153.0,355.0,0.431,1.7239,82.5,208.4805605559398,34.7,0.0588,73.2,25.9,3.53,Medium,27.573186497749038,0.5523740328191602,Medium
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-22,5,Colombo,P Sara Oval,SL Malinga,16.64,1,33,5,278,29.399525454251737,86.32662389370753,0.0,0.5606,1.0,208.0,410.0,0.5073,2.0293,502.6,240.6730489845371,71.8,0.1353,62.2,51.0,6.06,High,36.42778778413093,0.7406562641180858,High
20060818_PSaraOval_Colombo_SLMalinga,2006-08-18,2006-08-22,5,Colombo,P Sara Oval,SL Malinga,16.64,2,33,5,278,29.399525454251737,86.32662389370753,0.0,0.5606,0.0,241.0,443.0,0.544,2.1761,502.6,306.15478673840283,84.4,0.0987,57.5,58.5,7.86,High,41.73458109557268,0.787282015605435,High
20060829_PSaraOval_Colombo_SLMalinga,2006-08-29,2006-08-31,3,Colombo,P Sara Oval,SL Malinga,16.66,1,27,4,11,29.20610651878637,80.84751985050355,7.371501155049268,0.5071,9.0,27.0,417.0,0.0647,0.259,103.1,255.3910900538021,37.3,0.0628,67.6,33.6,1.51,Low,8.11243665139267,0.14252239755798932,Low
20060829_PSaraOval_Colombo_SLMalinga,2006-08-29,2006-09-01,4,Colombo,P Sara Oval,SL Malinga,16.67,1,23,3,100,27.74895337865336,78.58535632394317,0.8150706674862003,0.4161,1.0,50.0,347.0,0.1441,0.5764,177.4,235.8933175403516,47.8,0.076,74.1,35.6,1.92,Low,9.248739673486917,0.1419371595079306,Low
20060829_PSaraOval_Colombo_SLMalinga,2006-08-29,2006-09-01,4,Colombo,P Sara Oval,SL Malinga,16.67,2,23,3,148,28.626567136426416,82.0336766396671,0.1979755225185022,0.4876,0.0,73.0,370.0,0.1973,0.7892,238.7,236.5949881552637,51.4,0.0657,63.4,35.3,1.99,Low,29.944311126595704,0.36238436440135413,Medium
20060829_PSaraOval_Colombo_SLMalinga,2006-08-29,2006-09-02,5,Colombo,P Sara Oval,SL Malinga,16.67,1,30,5,408,27.95715138371841,81.48821924922319,0.4051157416236733,0.4498,1.0,103.0,344.0,0.2994,1.1977,644.7,338.6212411164478,73.8,0.1309,61.3,64.6,1.95,Low,29.050513063457664,0.32834225382990934,Medium
20060829_PSaraOval_Colombo_SLMalinga,2006-08-29,2006-09-02,5,Colombo,P Sara Oval,SL Malinga,16.67,2,17,2,420,28.43536604551484,77.08940875446439,0.0,0.4385,0.0,120.0,361.0,0.3324,1.3296,500.5,379.0909308373358,56.8,0.1026,65.6,61.7,2.74,Medium,30.21886551930932,0.5338942970582983,Medium
20060829_PSaraOval_Colombo_SLMalinga,2006-08-29,2006-09-02,5,Colombo,P Sara Oval,SL Malinga,16.67,3,17,2,420,28.43536604551484,77.08940875446439,0.0,0.4385,0.0,137.0,378.0,0.3624,1.4497,500.5,409.4431981280019,68.4,0.112,72.0,70.3,2.24,Low,32.640905353294855,0.4250708793172577,Medium
20060911_RPremadasaStadium_Colombo_SLMalinga,2006-09-11,2006-09-11,1,Colombo,R.Premadasa Stadium,SL Malinga,16.69,1,31,5,70,27.30391297752255,84.75581897096295,0.3797220210357572,0.4432,9.0,131.0,509.0,0.2574,1.0295,200.3,338.1775992102508,76.9,0.0862,71.3,59.2,0.94,Low,12.848550081878859,0.17272200196333806,Low
20060911_RPremadasaStadium_Colombo_SLMalinga,2006-09-11,2006-09-11,1,Colombo,R.Premadasa Stadium,SL Malinga,16.69,2,32,5,9,28.83016761790829,79.84782586080533,0.0,0.4803,0.0,163.0,541.0,0.3013,1.2052,121.3,283.9581994076881,55.5,0.0638,67.9,42.7,2.28,Low,20.735784113484566,0.21905089533450492,Low
20060911_RPremadasaStadium_Colombo_SLMalinga,2006-09-11,2006-09-11,1,Colombo,R.Premadasa Stadium,SL Malinga,16.69,3,50,8,84,27.90971432261329,86.1239140684006,0.4983216384118127,0.4845,0.0,100.0,478.0,0.2092,0.8368,351.6,384.136798947001,68.9,0.1214,67.5,68.3,1.98,Low,34.97109700205698,0.3420329723963078,Medium
20060911_RPremadasaStadium_Colombo_SLMalinga,2006-09-11,2006-09-11,1,Colombo,R.Premadasa Stadium,SL Malinga,16.69,4,50,8,84,27.90971432261329,86.1239140684006,0.4983216384118127,0.4845,0.0,50.0,428.0,0.1168,0.4673,351.6,394.9823985960014,74.1,0.1249,61.3,71.7,1.98,Low,26.525017771976515,0.204723996789226,Low
20060911_RPremadasaStadium_Colombo_SLMalinga,2006-09-11,2006-09-12,2,Colombo,R.Premadasa Stadium,SL Malinga,16.7,1,30,5,347,27.84389007021389,80.5690176767631,0.0,0.4367,1.0,193.0,571.0,0.338,1.352,562.4,353.56864955576606,69.7,0.1163,67.3,63.5,2.74,Medium,26.82813913740667,0.32800085500892534,Medium
20060911_RPremadasaStadium_Colombo_SLMalinga,2006-09-11,2006-09-12,2,Colombo,R.Premadasa Stadium,SL Malinga,16.7,2,21,3,346,27.90191384910632,81.03275896056519,1.2870622825577522,0.4434,0.0,214.0,592.0,0.3615,1.4459,462.3,380.7514871668245,80.0,0.1273,62.6,71.6,2.74,Medium,32.33450270894852,0.4673376253361141,Medium
